x,y
-3.393656627308760942e+00,1.194412772769386406e-03
-3.387623459971322859e+00,1.215880072185254431e-03
-3.381590292633885220e+00,1.237725788600011314e-03
-3.375557125296447580e+00,1.259958222100013119e-03
-3.369523957959009497e+00,1.282583166087217230e-03
-3.363490790621571858e+00,1.305607394051299915e-03
-3.357457623284134218e+00,1.329038218811269285e-03
-3.351424455946696135e+00,1.352881389121780159e-03
-3.345391288609258496e+00,1.377146181167331019e-03
-3.339358121271820412e+00,1.401836641358103833e-03
-3.333324953934382773e+00,1.426962919261963794e-03
-3.327291786596945133e+00,1.452531565306064941e-03
-3.321258619259507050e+00,1.478550184904192568e-03
-3.315225451922069411e+00,1.505026509997574357e-03
-3.309192284584631771e+00,1.531968401060619699e-03
-3.303159117247193688e+00,1.559383849136073428e-03
-3.297125949909756049e+00,1.587280977899935665e-03
-3.291092782572318409e+00,1.615668045756574536e-03
-3.285059615234880326e+00,1.644553447964367627e-03
-3.279026447897442686e+00,1.673945718792254050e-03
-3.272993280560005047e+00,1.703853533707623200e-03
-3.266960113222566964e+00,1.734285719172154244e-03
-3.260926945885129324e+00,1.765251225212192878e-03
-3.254893778547691241e+00,1.796759171338513242e-03
-3.248860611210253602e+00,1.828818820334568570e-03
-3.242827443872815962e+00,1.861439587605217411e-03
-3.236794276535377879e+00,1.894631043560703141e-03
-3.230761109197940240e+00,1.928402916034726222e-03
-3.224727941860502600e+00,1.962765092927851607e-03
-3.218694774523064517e+00,1.997727623953192855e-03
-3.212661607185626877e+00,2.033300724241827572e-03
-3.206628439848189238e+00,2.069494776198453449e-03
-3.200595272510751155e+00,2.106320332267363864e-03
-3.194562105173313515e+00,2.143788117563735426e-03
-3.188528937835875876e+00,2.181909032541941903e-03
-3.182495770498437793e+00,2.220694155701247088e-03
-3.176462603161000153e+00,2.260154746329383173e-03
-3.170429435823562514e+00,2.300301923208639132e-03
-3.164396268486124431e+00,2.341147957700905145e-03
-3.158363101148686791e+00,2.382704350040674209e-03
-3.152329933811248708e+00,2.424983110858849357e-03
-3.146296766473811068e+00,2.467996445187724437e-03
-3.140263599136373429e+00,2.511756758211038196e-03
-3.134230431798935346e+00,2.556276654296274400e-03
-3.128197264461497706e+00,2.601568941869537074e-03
-3.122164097124060067e+00,2.647646637814635336e-03
-3.116130929786621984e+00,2.694522968616156876e-03
-3.110097762449184344e+00,2.742211374549436212e-03
-3.104064595111746705e+00,2.790725512711762779e-03
-3.098031427774308622e+00,2.840079260298803907e-03
-3.091998260436870982e+00,2.890286717924147371e-03
-3.085965093099433343e+00,2.941362212983867404e-03
-3.079931925761995259e+00,2.993320221329661031e-03
-3.073898758424557620e+00,3.046175692684518176e-03
-3.067865591087119537e+00,3.099943578581419723e-03
-3.061832423749681897e+00,3.154639148090417414e-03
-3.055799256412244258e+00,3.210277914569278478e-03
-3.049766089074806175e+00,3.266875639304625545e-03
-3.043732921737368535e+00,3.324449196625240549e-03
-3.037699754399930896e+00,3.383013139153617701e-03
-3.031666587062492813e+00,3.442584848101354605e-03
-3.025633419725055173e+00,3.503180403657469265e-03
-3.019600252387617534e+00,3.564818241087863628e-03
-3.013567085050179450e+00,3.627515018684493182e-03
-3.007533917712741811e+00,3.691288339131611283e-03
-3.001500750375304172e+00,3.756156083919682045e-03
-2.995467583037866088e+00,3.822136417433175115e-03
-2.989434415700428449e+00,3.889247791087784879e-03
-2.983401248362990366e+00,3.957508974563771036e-03
-2.977368081025552726e+00,4.026938954902923098e-03
-2.971334913688115087e+00,4.097557094305677786e-03
-2.965301746350677004e+00,4.169383034779052498e-03
-2.959268579013239364e+00,4.242436726847928670e-03
-2.953235411675801725e+00,4.316738434013278961e-03
-2.947202244338363641e+00,4.392308731201804116e-03
-2.941169077000926002e+00,4.469168108725102631e-03
-2.935135909663488363e+00,4.547338435272198220e-03
-2.929102742326050279e+00,4.626841214483608418e-03
-2.923069574988612640e+00,4.707698179534896242e-03
-2.917036407651175001e+00,4.789931568457074691e-03
-2.911003240313736917e+00,4.873563965019734288e-03
-2.904970072976299278e+00,4.958621235684397208e-03
-2.898936905638861639e+00,5.045120872141884046e-03
-2.892903738301423555e+00,5.133089383146572163e-03
-2.886870570963985916e+00,5.222550795627819986e-03
-2.880837403626547832e+00,5.313529498325304627e-03
-2.874804236289110193e+00,5.406053272189839318e-03
-2.868771068951672554e+00,5.500141304901787036e-03
-2.862737901614234470e+00,5.595818545431350058e-03
-2.856704734276796831e+00,5.693117875570412323e-03
-2.850671566939359192e+00,5.792065576585995849e-03
-2.844638399601921108e+00,5.892681657583287609e-03
-2.838605232264483469e+00,5.994992998638829819e-03
-2.832572064927045830e+00,6.099034197319091327e-03
-2.826538897589607746e+00,6.204831743452893060e-03
-2.820505730252170107e+00,6.312410111525510251e-03
-2.814472562914732467e+00,6.421800039955723703e-03
-2.808439395577294384e+00,6.533030789658976663e-03
-2.802406228239856745e+00,6.646132064794149120e-03
-2.796373060902418661e+00,6.761134018764323669e-03
-2.790339893564981022e+00,6.878064857536511992e-03
-2.784306726227543383e+00,6.996960350940938621e-03
-2.778273558890105299e+00,7.117849734885041586e-03
-2.772240391552667660e+00,7.240765020705773602e-03
